Call ID,Received DtTm,Neighborhood District,Lat,Lon,Call Type
131,2023-01-01 06:29:27,North Beach,37.8079624466014,-122.418277044979,Medical Incident
120,2023-01-01 06:34:39,Nob Hill,37.7899102760998,-122.422060762613,Structure Fire
127,2023-01-01 06:34:46,Financial District/South Beach,37.7886509906461,-122.406006971458,Medical Incident
129,2023-01-01 06:35:12,Hayes Valley,37.7743091709053,-122.422522963231,Medical Incident
122,2023-01-01 06:36:16,South of Market,37.7842816168857,-122.404614647152,Medical Incident
126,2023-01-01 06:42:26,South of Market,37.7811458612596,-122.409026046516,Structure Fire
125,2023-01-01 06:51:41,Financial District/South Beach,37.7809200704439,-122.395242268798,Medical Incident
128,2023-01-01 06:51:49,Inner Sunset,37.7661099231881,-122.462162119625,Medical Incident
130,2023-01-01 06:53:18,Marina,37.8001901863715,-122.441177375002,Medical Incident
124,2023-01-01 06:59:43,South of Market,37.7795310846627,-122.413542548681,Medical Incident
132,2023-01-01 07:00:15,South of Market,37.7776242389287,-122.39998111124,Structure Fire
140,2023-01-01 07:00:37,Inner Sunset,37.7613379968875,-122.447634223922,Medical Incident
152,2023-01-01 07:00:57,Pacific Heights,37.7881185452243,-122.439595812264,Medical Incident
147,2023-01-01 07:01:30,South of Market,37.7801620260598,-122.407691417119,Medical Incident
141,2023-01-01 07:01:53,Mission Bay,37.7753303928332,-122.394999637791,Structure Fire
142,2023-01-01 07:04:26,Visitacion Valley,37.7121495088226,-122.417141225728,Medical Incident
135,2023-01-01 07:05:27,Lakeshore,37.7285444749244,-122.475646829327,Fuel Spill
134,2023-01-01 07:14:47,Mission,37.7681396851482,-122.422199175206,Structure Fire
149,2023-01-01 07:18:04,Haight Ashbury,37.7662732423545,-122.449983563981,Medical Incident
148,2023-01-01 07:20:59,South of Market,37.7815374331217,-122.409518341416,Medical Incident
138,2023-01-01 07:24:04,Tenderloin,37.7852329971738,-122.410329588144,Medical Incident
143,2023-01-01 07:26:47,Financial District/South Beach,37.7890636112201,-122.40180312648,Medical Incident
146,2023-01-01 07:28:27,Bayview Hunters Point,37.7341519140031,-122.400741582809,Medical Incident
150,2023-01-01 07:28:47,South of Market,37.7742810407569,-122.404748493756,Structure Fire
153,2023-01-01 07:34:49,Nob Hill,37.790090632912,-122.420658749212,Alarms
145,2023-01-01 07:37:32,Nob Hill,37.7908262425025,-122.418204055856,Medical Incident
144,2023-01-01 07:38:07,Bayview Hunters Point,37.7313968208455,-122.381711184291,Traffic Collision
136,2023-01-01 07:45:27,Bayview Hunters Point,37.7205552398712,-122.387694587441,Medical Incident
154,2023-01-01 07:47:32,Financial District/South Beach,37.7926568376756,-122.39236449327,Medical Incident
139,2023-01-01 07:50:13,Western Addition,37.7804457116988,-122.432973442897,Medical Incident
133,2023-01-01 07:55:42,Presidio,37.788127899431,-122.475124124799,Medical Incident
137,2023-01-01 07:58:09,Tenderloin,37.783163427134,-122.411599278937,Medical Incident
151,2023-01-01 07:59:41,Hayes Valley,37.7733933056349,-122.43911438549,Medical Incident
173,2023-01-01 08:00:36,Tenderloin,37.7850094895368,-122.418713807613,Alarms
162,2023-01-01 08:01:09,Bayview Hunters Point,37.7286385385109,-122.373157916576,Medical Incident
156,2023-01-01 08:04:27,Russian Hill,37.795296761924,-122.423148793536,Structure Fire
167,2023-01-01 08:04:36,Pacific Heights,37.7870817886663,-122.425867820141,Medical Incident
172,2023-01-01 08:05:33,Inner Sunset,37.7657826725272,-122.469653846704,Medical Incident
158,2023-01-01 08:11:22,South of Market,37.7809711823918,-122.408708674954,Traffic Collision
163,2023-01-01 08:14:28,Tenderloin,37.7849996426672,-122.421092281879,Electrical Hazard
175,2023-01-01 08:25:46,Nob Hill,37.7902802865906,-122.414916875484,Medical Incident
157,2023-01-01 08:31:46,Inner Sunset,37.7499093206117,-122.467372947313,Medical Incident
171,2023-01-01 08:33:59,Tenderloin,37.7811192121542,-122.412596970637,Medical Incident
168,2023-01-01 08:34:39,Visitacion Valley,37.7094048843578,-122.421245052671,Medical Incident
174,2023-01-01 08:39:22,Tenderloin,37.7804703413414,-122.416947606226,Medical Incident
161,2023-01-01 08:40:23,Financial District/South Beach,37.7907290972823,-122.391698710083,Structure Fire
169,2023-01-01 08:46:05,Bayview Hunters Point,37.7376407906904,-122.397487086449,Medical Incident
166,2023-01-01 08:46:41,South of Market,37.7770016345514,-122.407616687487,Medical Incident
176,2023-01-01 08:49:10,Outer Mission,37.7336750178474,-122.426391166349,Medical Incident
164,2023-01-01 08:49:50,Mission,37.7513382914514,-122.407593098928,Traffic Collision
159,2023-01-01 08:54:20,Hayes Valley,37.7773373896226,-122.427287577929,Medical Incident
160,2023-01-01 08:55:50,Japantown,37.7859265850289,-122.434083678259,Alarms
155,2023-01-01 08:56:33,Western Addition,37.7775342405103,-122.44086368266,Medical Incident
177,2023-01-01 08:58:47,Tenderloin,37.7849996426672,-122.421092281879,Medical Incident
165,2023-01-01 08:59:34,Visitacion Valley,37.7094419771959,-122.421375208172,Alarms
170,2023-01-01 08:59:37,Lakeshore,37.7285444749244,-122.475646829327,Medical Incident
191,2023-01-01 09:01:55,Visitacion Valley,37.7121495088226,-122.417141225728,Medical Incident
198,2023-01-01 09:04:13,Tenderloin,37.7861172118379,-122.419854245692,Structure Fire
179,2023-01-01 09:05:47,Chinatown,37.7946646538154,-122.404767635853,Medical Incident
187,2023-01-01 09:08:42,Bayview Hunters Point,37.7359839996322,-122.390991750862,Structure Fire
196,2023-01-01 09:10:30,Excelsior,37.7139363117368,-122.435831640861,Medical Incident
204,2023-01-01 09:10:51,South of Market,37.7811500329072,-122.405277197305,Medical Incident
197,2023-01-01 09:13:10,Bayview Hunters Point,37.7360788249591,-122.3897231033,Structure Fire
201,2023-01-01 09:13:11,South of Market,37.7803875013555,-122.407877117352,Medical Incident
200,2023-01-01 09:15:00,Tenderloin,37.7827944442149,-122.414053765658,Structure Fire
189,2023-01-01 09:17:56,West of Twin Peaks,37.7433365766855,-122.455514294724,Medical Incident
192,2023-01-01 09:22:07,Visitacion Valley,37.7108993241379,-122.412607319762,Structure Fire
184,2023-01-01 09:28:40,Mission,37.7492439413841,-122.415676826191,Alarms
181,2023-01-01 09:30:57,Outer Richmond,37.780528533552,-122.47508357879,Medical Incident
185,2023-01-01 09:31:24,Presidio,37.7980716252142,-122.449834908756,Medical Incident
188,2023-01-01 09:37:54,Sunset/Parkside,37.7508238719258,-122.490273641262,Medical Incident
194,2023-01-01 09:37:56,Inner Sunset,37.7656812762554,-122.457848242832,Administrative
180,2023-01-01 09:42:02,Mission,37.7524609846175,-122.415724213925,Medical Incident
193,2023-01-01 09:43:50,Financial District/South Beach,37.7879963086157,-122.393597165043,Medical Incident
186,2023-01-01 09:45:24,Outer Mission,37.7174988976749,-122.440357992837,Medical Incident
182,2023-01-01 09:47:08,Financial District/South Beach,37.7892677162791,-122.393548600464,Alarms
199,2023-01-01 09:49:56,Pacific Heights,37.7961949216234,-122.423680853797,Medical Incident
178,2023-01-01 09:52:28,West of Twin Peaks,37.7215688596034,-122.472634533165,Medical Incident
203,2023-01-01 09:53:03,Sunset/Parkside,37.7374424364597,-122.496858424583,Medical Incident
195,2023-01-01 09:53:38,Sunset/Parkside,37.7612125537078,-122.489320068189,Structure Fire
183,2023-01-01 09:54:09,Bayview Hunters Point,37.7415509093402,-122.384053888031,Medical Incident
202,2023-01-01 09:55:21,Tenderloin,37.7842993825154,-122.410141319852,Structure Fire
190,2023-01-01 09:59:20,Financial District/South Beach,37.7927299343809,-122.40328650281,Medical Incident
219,2023-01-01 10:00:01,Nob Hill,37.789225612812,-122.40859504465,Medical Incident
205,2023-01-01 10:02:09,Sunset/Parkside,37.7622849984593,-122.506059074011,Other
221,2023-01-01 10:02:30,Financial District/South Beach,37.7944797173062,-122.394747580278,Medical Incident
218,2023-01-01 10:08:58,Nob Hill,37.7881263034393,-122.417657214041,Alarms
222,2023-01-01 10:11:42,Tenderloin,37.7835156400829,-122.415882540669,Medical Incident
210,2023-01-01 10:13:24,Mission Bay,37.76789826103,-122.404743414302,Structure Fire
220,2023-01-01 10:21:38,Sunset/Parkside,37.7493856888384,-122.480502348573,High Angle Rescue
226,2023-01-01 10:21:57,Sunset/Parkside,37.7607582387069,-122.47705217037,Medical Incident
224,2023-01-01 10:24:11,Oceanview/Merced/Ingleside,37.7174874499717,-122.46143337515,Traffic Collision
211,2023-01-01 10:24:26,Mission,37.7643732096664,-122.417478491468,Medical Incident
216,2023-01-01 10:26:50,Excelsior,37.7247095201305,-122.428200759476,Structure Fire
228,2023-01-01 10:27:59,Castro/Upper Market,37.7608239949589,-122.436114108429,Medical Incident
215,2023-01-01 10:30:04,West of Twin Peaks,37.7351721155383,-122.464923065357,Medical Incident
207,2023-01-01 10:33:45,Financial District/South Beach,37.7894924999912,-122.390150869347,Medical Incident
213,2023-01-01 10:38:56,Castro/Upper Market,37.7635007029742,-122.434209629009,Alarms
214,2023-01-01 10:39:11,Hayes Valley,37.7763047597518,-122.427077545588,Structure Fire
212,2023-01-01 10:40:30,Outer Richmond,37.7748768935121,-122.495176037656,Medical Incident
208,2023-01-01 10:41:43,Mission,37.765718993574,-122.409520691153,Medical Incident
225,2023-01-01 10:46:03,Japantown,37.784050435359,-122.43623257567,Medical Incident
223,2023-01-01 10:46:58,North Beach,37.8069201392161,-122.407170160416,Medical Incident
206,2023-01-01 10:47:23,Bernal Heights,37.7329246461891,-122.416428557838,Medical Incident
209,2023-01-01 10:47:53,Presidio,37.7915253713789,-122.483480228628,Alarms
227,2023-01-01 10:49:05,Sunset/Parkside,37.7565210163368,-122.488382449456,Medical Incident
217,2023-01-01 10:58:37,Western Addition,37.7798704351211,-122.437493921383,Other
234,2023-01-01 11:00:23,Noe Valley,37.7550209479479,-122.43228464622,Alarms
254,2023-01-01 11:01:56,Lakeshore,37.7285444749244,-122.475646829327,Medical Incident
251,2023-01-01 11:06:00,Tenderloin,37.7848662437379,-122.412782128267,Medical Incident
239,2023-01-01 11:09:17,Pacific Heights,37.7912883093306,-122.430102988109,Structure Fire
243,2023-01-01 11:09:46,Hayes Valley,37.777167946661,-122.426337322201,Fuel Spill
260,2023-01-01 11:10:01,Tenderloin,37.7819139744179,-122.413032193956,Medical Incident
245,2023-01-01 11:10:58,Financial District/South Beach,37.7899262298106,-122.394276229254,Medical Incident
247,2023-01-01 11:16:11,Western Addition,37.7831032668735,-122.420996914,Medical Incident
233,2023-01-01 11:16:11,Mission,37.7642444942899,-122.419521866555,Medical Incident
249,2023-01-01 11:18:13,Tenderloin,37.7832504150919,-122.414216002993,Medical Incident
238,2023-01-01 11:18:20,Tenderloin,37.7811192121542,-122.412596970637,Medical Incident
235,2023-01-01 11:18:29,Castro/Upper Market,37.7684622459015,-122.431204878453,Alarms
253,2023-01-01 11:21:54,Nob Hill,37.7895863090063,-122.417042490532,Medical Incident
261,2023-01-01 11:23:41,Tenderloin,37.7838385180026,-122.41377551206,Medical Incident
264,2023-01-01 11:24:54,Financial District/South Beach,37.7855635181473,-122.406831011629,Medical Incident
246,2023-01-01 11:25:39,Tenderloin,37.7818654473304,-122.414285346421,Structure Fire
240,2023-01-01 11:28:20,South of Market,37.7777990101501,-122.40029776053,Medical Incident
244,2023-01-01 11:31:16,Financial District/South Beach,37.7870244175155,-122.403028194221,Structure Fire
256,2023-01-01 11:32:39,Chinatown,37.7981080745623,-122.408645127406,Medical Incident
229,2023-01-01 11:32:44,Mission Bay,37.7664325184439,-122.395973403657,Medical Incident
259,2023-01-01 11:33:56,Bernal Heights,37.7440376332296,-122.420893660653,Medical Incident
248,2023-01-01 11:36:21,Tenderloin,37.7840291146397,-122.419364167879,Electrical Hazard
237,2023-01-01 11:37:12,Lone Mountain/USF,37.773988193176,-122.445237245297,Electrical Hazard
232,2023-01-01 11:38:19,Portola,37.7278769871167,-122.407535487433,Medical Incident
236,2023-01-01 11:39:09,Outer Richmond,37.7825785369475,-122.472451060925,Citizen Assist / Service Call
241,2023-01-01 11:39:38,Sunset/Parkside,37.7585246809255,-122.485302914204,Alarms
252,2023-01-01 11:44:13,Russian Hill,37.7996433394208,-122.42335884128,Medical Incident
231,2023-01-01 11:44:25,Pacific Heights,37.7908744279863,-122.42580214421,Medical Incident
230,2023-01-01 11:45:06,South of Market,37.7812876870909,-122.411318055371,Medical Incident
263,2023-01-01 11:46:22,Bernal Heights,37.7459351319201,-122.414184196149,Water Rescue
257,2023-01-01 11:48:24,South of Market,37.7755801285655,-122.413994780042,Structure Fire
242,2023-01-01 11:48:27,Russian Hill,37.8048296798807,-122.423492217164,Medical Incident
250,2023-01-01 11:52:14,Chinatown,37.7930991715599,-122.408788273382,Medical Incident
255,2023-01-01 11:53:07,South of Market,37.7811458612596,-122.409026046516,Medical Incident
262,2023-01-01 11:57:16,Mission,37.7650513381945,-122.419668973861,Medical Incident
258,2023-01-01 11:59:56,Potrero Hill,37.7563302749024,-122.395565360141,Alarms
288,2023-01-01 12:01:15,Bayview Hunters Point,37.7423231889515,-122.403838626552,Medical Incident
282,2023-01-01 12:01:32,Mission,37.7582329952396,-122.412355500109,Traffic Collision
302,2023-01-01 12:06:26,Castro/Upper Market,37.759419804663,-122.426036566526,Alarms
287,2023-01-01 12:07:02,Mission,37.765718993574,-122.409520691153,Structure Fire
275,2023-01-01 12:07:25,Mission,37.7582409266449,-122.424622419096,Medical Incident
281,2023-01-01 12:07:48,Tenderloin,37.7857895835915,-122.412969669254,Medical Incident
283,2023-01-01 12:10:31,Tenderloin,37.7842993825154,-122.410141319852,Medical Incident
273,2023-01-01 12:12:09,Mission,37.7725028174103,-122.422619692886,Medical Incident
277,2023-01-01 12:12:24,Western Addition,37.7853346212295,-122.4246870426,Medical Incident
300,2023-01-01 12:15:16,Bayview Hunters Point,37.7195063566734,-122.387273246924,Medical Incident
290,2023-01-01 12:17:54,Tenderloin,37.7775888205813,-122.416411092393,Medical Incident
291,2023-01-01 12:18:03,Tenderloin,37.7858903312278,-122.411725719434,Structure Fire
269,2023-01-01 12:20:00,West of Twin Peaks,37.7298324787263,-122.447711487811,Medical Incident
284,2023-01-01 12:21:42,Tenderloin,37.7810308423516,-122.420439517991,Medical Incident
301,2023-01-01 12:21:46,Outer Richmond,37.7804396365064,-122.477239888569,Medical Incident
304,2023-01-01 12:23:53,,37.76818016066485,-122.42572031973882,Medical Incident
285,2023-01-01 12:27:13,Inner Richmond,37.785597908798,-122.467900456608,Medical Incident
274,2023-01-01 12:27:22,South of Market,37.7744210164083,-122.412349532554,Structure Fire
294,2023-01-01 12:27:41,Mission Bay,37.7766724490311,-122.394557370624,Citizen Assist / Service Call
299,2023-01-01 12:28:40,Financial District/South Beach,37.7908110082822,-122.403187069325,Medical Incident
272,2023-01-01 12:29:17,Pacific Heights,37.7938179536129,-122.430615255773,Medical Incident
267,2023-01-01 12:30:29,Western Addition,37.780026750015,-122.436259177468,Medical Incident
266,2023-01-01 12:32:50,Financial District/South Beach,37.7882931920047,-122.408401551902,Medical Incident
278,2023-01-01 12:35:09,Tenderloin,37.7848074092563,-122.409471690917,Medical Incident
303,2023-01-01 12:35:10,Tenderloin,37.7770834641942,-122.416979326411,Structure Fire
289,2023-01-01 12:38:05,Oceanview/Merced/Ingleside,37.7128548330419,-122.45415493801,Medical Incident
265,2023-01-01 12:40:25,Inner Sunset,37.7592812254108,-122.468194642329,Citizen Assist / Service Call
293,2023-01-01 12:41:53,Marina,37.796620178157,-122.43961153478,Medical Incident
268,2023-01-01 12:42:03,Lone Mountain/USF,37.7783702231035,-122.445182906759,Alarms
286,2023-01-01 12:42:29,South of Market,37.7718543104907,-122.411027020165,Traffic Collision
271,2023-01-01 12:43:54,Bayview Hunters Point,37.7230361592834,-122.398348115685,Alarms
270,2023-01-01 12:46:35,North Beach,37.798465838236,-122.407430691755,Alarms
276,2023-01-01 12:49:43,West of Twin Peaks,37.7463886812531,-122.460229338032,Medical Incident
297,2023-01-01 12:50:49,Mission,37.7565060595854,-122.421010357525,Medical Incident
279,2023-01-01 12:51:24,Chinatown,37.7950131479598,-122.400329335061,Traffic Collision
292,2023-01-01 12:52:27,Inner Richmond,37.7790425789798,-122.465210658229,Medical Incident
295,2023-01-01 12:53:58,South of Market,37.7741996547315,-122.412170113572,Water Rescue
298,2023-01-01 12:56:59,Nob Hill,37.7881263034393,-122.417657214041,Alarms
296,2023-01-01 12:57:51,Inner Sunset,37.7650238192143,-122.465379845146,Structure Fire
280,2023-01-01 12:59:06,Bayview Hunters Point,37.7131072321423,-122.387833652325,Alarms
333,2023-01-01 13:02:47,Nob Hill,37.7903887572034,-122.414938763678,Medical Incident
327,2023-01-01 13:03:29,South of Market,37.7804785121736,-122.412512257219,Structure Fire
310,2023-01-01 13:04:46,South of Market,37.7806691632498,-122.401678045598,Traffic Collision
